INDEX,NAME OF STATION,DISTRICT,STATE,LATITUDE,LONGITUDE,YEAR,MN,DT,MAX,MIN,R/F
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,1,23.4,15.4,25.2
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,2,23.4,11,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,3,24.4,12,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,4,26.4,12.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,5,26.8,11,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,6,27.4,11.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,7,28.4,16,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,8,32,14.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,9,29.2,11.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,10,29,12.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,11,28.6,15.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,12,30.6,19.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,13,31.4,18,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,14,31.8,16.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,15,32,17,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,16,32.4,20.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,17,32.2,20.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,18,30.4,21,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,19,30.4,20,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,20,32.2,19.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,21,32,17,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,22,33,17.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,23,31.4,15.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,24,31,10,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,25,28.8,9,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,26,30,9,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,27,30.4,9,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,28,32,11,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,29,31,14.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,30,34.6,16.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,1,31,34,14,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,1,33.6,15,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,2,35,16.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,3,32.8,18,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,4,33,18.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,5,34.8,17,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,6,32.6,12.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,7,33,12,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,8,33.8,12.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,9,34.6,12,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,10,35,12.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,11,35.4,13,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,12,35.2,13.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,13,34.6,14.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,14,35.4,18.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,15,36.4,17.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,16,33,15,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,17,33,15.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,18,34.6,18.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,19,35.6,17.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,20,36.6,17.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,21,37,18,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,22,34.6,13.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,23,36.4,13.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,24,37,17.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,25,39,19.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,26,37.2,19.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,27,34.8,19,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,2,28,35.8,20,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,1,37,19,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,2,35.4,21.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,3,34.8,17,20.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,4,35.6,21.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,5,34.6,18.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,6,33,17.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,7,35.6,19.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,8,36.2,16.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,9,36,20.4,1
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,10,34.4,20.4,1
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,11,33.4,21,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,12,35.2,19,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,13,35.4,17.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,14,34.4,18,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,15,36.4,21.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,16,38.6,22,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,17,39.4,21.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,18,39,21.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,19,39.4,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,20,40,24.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,21,39.2,23.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,22,39.4,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,23,39,22.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,24,38.4,22.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,25,39,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,26,39,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,27,38.6,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,28,39,26,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,29,40,23.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,30,39.2,22,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,3,31,36.4,19,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,1,37.2,18.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,2,38.4,19.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,3,39,22,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,4,40,21,2
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,5,35,22.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,6,39.8,22.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,7,40.4,20.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,8,41,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,9,40.4,20.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,10,41.8,22.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,11,41.4,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,12,41.8,27.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,13,38,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,14,36.2,22,2
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,15,37.2,20.6,2.7
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,16,36.6,24.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,17,38,22.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,18,36.8,23.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,19,38.4,23.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,20,40,23.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,21,39.4,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,22,41,22.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,23,41.2,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,24,42.8,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,25,43.8,26,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,28,0,,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,29,44.4,29,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,4,30,44.4,29.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,1,45.4,30.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,2,45.4,29.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,3,46.8,29.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,4,45.4,29,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,5,45,30.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,6,45.2,31.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,7,45.4,30.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,8,44.2,28.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,9,43.4,29,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,10,42.8,28,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,11,41.4,28.7,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,12,43.2,29.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,13,44.2,29.1,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,14,39.4,28,2.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,15,42.2,28.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,16,42.4,25,2.2
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,17,41.4,27.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,18,41.2,28.3,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,19,40,28.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,20,40.4,28.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,21,40.4,26.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,22,40,28.9,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,23,40.6,29.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,24,43,30.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,25,43.4,30,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,26,42.6,29.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,27,41.4,20,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,28,41.2,28.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,29,41.2,28.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,30,41,28,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,5,31,41.2,27,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,1,39.8,28,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,2,40.4,28,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,4,41.2,25.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,7,34.8,24.2,9.8
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,8,37.2,23,20
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,9,35.4,22.2,55.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,10,34.4,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,11,36,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,12,36.6,26.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,13,36.8,24.4,1.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,14,27,23.2,62.6
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,17,30.4,24.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,24,34.8,26.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,25,35.2,25.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,26,36.4,26,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,27,34.4,26.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,28,35.2,26,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,29,35.6,26,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,6,30,35.4,26,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,1,33.4,25.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,2,33.4,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,3,35.6,24.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,4,34.2,25.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,5,35.4,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,6,34.4,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,7,35.8,26.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,8,34,26.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,9,37.4,24.4,1.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,10,32.2,24.8,4.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,11,31.4,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,12,33.2,24.2,1.6
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,13,31,24.4,0.5
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,14,26.8,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,15,31.4,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,16,32.2,23.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,17,31.4,23.2,5.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,18,29.2,23.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,19,30.4,23.4,46.6
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,20,28.8,23.8,1.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,21,27,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,22,30.2,24,1
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,23,30.2,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,24,31.8,20.2,5
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,25,30.2,22.2,7.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,26,32.2,24.2,0.5
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,27,32.6,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,28,33.2,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,29,33.2,24.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,30,34,24.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,7,31,34.4,24.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,1,35.2,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,2,35,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,3,34.8,25.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,4,32.4,23,40.6
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,5,30.2,23.4,1.6
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,6,28,23,3.6
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,7,29,23.4,10.8
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,8,31.2,24.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,9,31.2,24,2
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,10,31.2,23.6,36.2
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,11,30.8,24,15.6
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,12,31.4,24,1.2
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,13,32,24.2,1
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,14,31.2,24,2.2
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,15,29.4,24,9.8
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,16,30.4,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,17,32,23.4,0.8
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,18,30.2,23.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,19,30.4,23.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,20,32,23.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,21,28.6,23.4,0.8
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,22,28.2,23.2,1
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,23,28,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,24,27.8,24,5.4
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,25,31.4,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,26,31.8,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,27,32.2,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,28,31.8,22.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,29,32.2,22.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,30,31.6,22,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,8,31,32.4,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,1,30.8,23.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,2,32,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,3,32.6,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,4,33.8,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,5,34,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,8,0,,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,9,34.8,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,10,35,24.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,11,35.2,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,12,35.2,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,13,33,23.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,14,35,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,15,35,24.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,16,35.8,23.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,17,36.2,23.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,18,35.2,23,9
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,19,35.2,25,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,20,35.6,22.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,21,35.4,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,22,36.4,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,23,37.2,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,24,38,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,25,39,25.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,26,37.4,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,27,34.2,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,28,0,,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,29,36.4,22.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,9,30,37.2,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,1,36.4,23.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,2,30.2,23.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,3,30,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,4,30.8,23.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,5,31.2,23.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,6,30.8,24.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,7,31.8,23.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,8,30.4,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,9,30.8,24,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,10,33.2,24.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,11,34.2,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,12,30.4,23.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,13,32.8,23.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,14,0,,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,15,34.8,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,16,34,23,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,17,33,20.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,18,33,20,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,19,33.2,20.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,20,33.4,19,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,21,34.2,17.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,22,34.4,18,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,23,34.4,17.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,10,24,34,17.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,1,34.4,20,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,2,35.2,17.8,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,3,36,17.2,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,4,36,17.2,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,5,35.8,17.4,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,6,35,17.2,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,7,34,19.2,
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,9,34.4,21.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,10,31.8,18,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,11,31.4,17,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,12,31.8,15,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,13,31,13.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,14,30.8,14,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,15,32.8,16,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,16,33.8,19.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,17,35,22.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,18,35,22.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,19,35,20.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,20,34.2,19.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,21,32,13.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,22,31.4,12.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,23,31.4,12,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,24,32,12,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,25,31,12.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,26,31.8,14.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,27,30.4,13.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,28,31,13.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,29,30,11.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,11,30,29.8,11.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,5,32.6,10,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,6,32.4,14.2,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,7,32.8,14,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,8,32.4,13.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,9,33.2,14,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,10,34.2,14,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,11,34.4,15.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,12,34,14.8,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,13,34.4,16.4,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,14,34.4,15.6,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2001,12,15,32.6,16,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2002,1,1,29.5,12.3,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2002,1,2,29.1,11.3,0
42933,Akola City,Akola,Maharashtra,20.42,77.02,2002,1,3,27.4,10.7,0
